+-------+--------+-----------+-----------+------------+-----------+-----------+---------+-----------+---------+-----------+-------------------+-------------+----------------------+--------+------------+----+
| uid   | active | announced | completed | downloaded | remaining | uploaded  | upspeed | downspeed | corrupt | timespent | useragent         | connectable | peer_id              | fid    | mtime      | ip |
| 10095 |      1 |       159 |         0 |          0 |         0 |   6540922 |       0 |         0 |       0 |    427565 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  74186 | 1510413724 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429523 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  74389 | 1510415686 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427090 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  74427 | 1510413235 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429389 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  74606 | 1510415547 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429483 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  76215 | 1510415641 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427699 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  76283 | 1510413858 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    428571 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  76474 | 1510414735 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    428194 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  77261 | 1510414354 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427534 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  77432 | 1510413695 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429501 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  77718 | 1510415659 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427020 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  77770 | 1510413183 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429487 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  77835 | 1510415632 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429634 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  77861 | 1510415794 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427692 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  77898 | 1510413853 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429675 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  77939 | 1510415836 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429638 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  78029 | 1510415799 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    428996 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  78062 | 1510415144 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    426979 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  78128 | 1510413140 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    428543 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  78212 | 1510414707 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    428376 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  79118 | 1510414527 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427483 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  79603 | 1510413640 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429504 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  80613 | 1510415665 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427702 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  80686 | 1510413866 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427560 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  80701 | 1510413721 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429627 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  80878 | 1510415772 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    428266 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  82735 | 1510414428 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429487 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  83772 | 1510415647 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429636 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  83996 | 1510415793 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429479 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  84135 | 1510415637 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427243 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  84662 | 1510413406 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427039 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  86004 | 1510413198 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427664 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  87779 | 1510413826 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |  10108928 |       0 |         0 |       0 |    427598 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  87852 | 1510413759 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427552 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  87950 | 1510413714 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    428242 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  89923 | 1510414404 |    |
| 10095 |      1 |       157 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427540 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  91632 | 1510413703 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427041 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  91644 | 1510413204 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429644 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  91687 | 1510415802 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427270 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  91744 | 1510413429 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427394 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  91777 | 1510413552 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427259 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  92816 | 1510413419 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427251 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  93506 | 1510413412 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427799 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  93773 | 1510413963 |    |
| 10095 |      1 |       158 |         0 |          0 |         0 |  11078982 |       0 |         0 |       0 |    429515 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  94640 | 1510415673 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429486 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  94931 | 1510415648 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427242 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  95477 | 1510413405 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427191 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  95709 | 1510413348 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427374 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  97703 | 1510413537 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427883 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  97738 | 1510414048 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 | 116668587 |       0 |         0 |       0 |    427150 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  98196 | 1510413306 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    428245 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  98419 | 1510414401 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    428252 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! |  99544 | 1510414413 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427426 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 100129 | 1510413586 |    |
| 10095 |      1 |       131 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429031 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 100797 | 1510415181 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427249 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 101807 | 1510413412 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |   4984011 |       0 |         0 |       0 |    428594 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 103730 | 1510414753 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    428414 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 105461 | 1510414574 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429624 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 107230 | 1510415788 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427656 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 108696 | 1510413815 |    |
| 10095 |      1 |       148 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429024 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 110295 | 1510415184 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429633 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 115829 | 1510415796 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    428162 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 117929 | 1510414325 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429643 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 121947 | 1510415789 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429636 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 130562 | 1510415791 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427897 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 135613 | 1510414054 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427262 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 136878 | 1510413425 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427733 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 147140 | 1510413888 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427718 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 149309 | 1510413883 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    428116 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 149351 | 1510414279 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427063 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 157627 | 1510413220 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429544 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 162091 | 1510415703 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427991 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 163124 | 1510414148 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |  11321344 |       0 |         0 |       0 |    429546 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 164235 | 1510415707 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427571 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 168313 | 1510413730 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427248 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 168826 | 1510413409 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427873 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 172383 | 1510414017 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427074 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 175271 | 1510413233 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429488 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 175438 | 1510415648 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427093 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 175843 | 1510413254 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427554 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 176072 | 1510413717 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429485 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 176084 | 1510415647 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429480 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 176506 | 1510415635 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429480 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 176614 | 1510415638 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427793 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 177480 | 1510413950 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429614 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 177771 | 1510415776 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    428735 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 179009 | 1510414882 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427518 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 179103 | 1510413677 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429503 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 187740 | 1510415663 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429505 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 187893 | 1510415668 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427736 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 188417 | 1510413891 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427244 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 188466 | 1510413399 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429412 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 189492 | 1510415573 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427194 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 189498 | 1510413349 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429484 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 190242 | 1510415647 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429484 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 190257 | 1510415647 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429483 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 190266 | 1510415645 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429636 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 190793 | 1510415797 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429481 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 190828 | 1510415640 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429482 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 190838 | 1510415645 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429479 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 190875 | 1510415638 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427089 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 190885 | 1510413252 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429488 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 190893 | 1510415636 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427153 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 192459 | 1510413310 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429482 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 194846 | 1510415642 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427171 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 194916 | 1510413333 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427412 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 202817 | 1510413573 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429524 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 203522 | 1510415683 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429488 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 203535 | 1510415649 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429487 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 203539 | 1510415648 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429526 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 203723 | 1510415684 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429479 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 203738 | 1510415638 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429481 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 203743 | 1510415644 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427088 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 204202 | 1510413253 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429635 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 204238 | 1510415797 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429635 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 204250 | 1510415793 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427407 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 205567 | 1510413558 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429484 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 206361 | 1510415649 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429590 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 206372 | 1510415752 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429574 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 206377 | 1510415732 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427603 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 207136 | 1510413762 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429479 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 207199 | 1510415637 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429634 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 207905 | 1510415794 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429561 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 208393 | 1510415717 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429484 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 208648 | 1510415648 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429481 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 209621 | 1510415639 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427298 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 217599 | 1510413462 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    427048 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 222619 | 1510413208 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429555 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 222662 | 1510415714 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429575 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 231810 | 1510415736 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429588 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 231820 | 1510415747 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429477 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 231830 | 1510415634 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429485 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 231866 | 1510415647 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429593 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 231876 | 1510415753 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429477 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 231887 | 1510415639 |    |
| 10095 |      1 |       159 |         0 |          0 |         0 |  30961380 |       0 |         0 |       0 |    427585 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 232026 | 1510413746 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429634 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 232454 | 1510415793 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429482 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 232502 | 1510415644 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |    507904 |       0 |         0 |       0 |    429647 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 232530 | 1510415806 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429638 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 236679 | 1510415800 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429485 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 236706 | 1510415647 |    |
| 10095 |      1 |       160 |         0 |          0 |         0 |         0 |       0 |         0 |       0 |    429478 | Deluge 1.3.15     |           1 | -DE13F0-oIa8X3)-CEe! | 236720 | 1510415636 |    |
